timestamp,well_id,css_cycle_id,phase,reservoir_temperature_C,wellhead_temperature_C,pressure_bar,flow_rate_bpd,rpm,vibration_mm_s,motor_power_kW,motor_current_A
2023-03-28,BGW-001,BGW-001-C1,production,83.1,62.6,75.2,190.3,6.71,2.77,26.3,109.9
2023-03-29,BGW-001,BGW-001-C1,production,78.9,63.7,76.6,162.7,6.08,1.7,16.9,71.7
2023-03-30,BGW-001,BGW-001-C1,production,79.3,54.7,77.3,165.6,4.8,1.3,24.4,101.7
2023-03-31,BGW-001,BGW-001-C1,production,79.1,56.7,76.0,99.8,7.13,2.94,17.1,72.7
2023-04-01,BGW-001,BGW-001-C1,production,77.1,60.1,76.8,235.1,4.09,3.14,22.5,93.6
2023-04-02,BGW-001,BGW-001-C1,production,77.3,56.2,76.3,205.5,5.64,2.58,33.7,135.9
2023-04-03,BGW-001,BGW-001-C1,production,78.0,61.7,76.0,190.1,6.74,0.84,34.1,133.7
2023-04-04,BGW-001,BGW-001-C1,production,73.7,55.9,76.7,204.9,4.74,1.76,24.4,95.9
2023-04-05,BGW-001,BGW-001-C1,production,75.6,54.0,76.5,123.2,4.44,1.99,20.9,87.4
2023-04-06,BGW-001,BGW-001-C1,production,74.4,49.5,77.6,144.8,4.29,2.17,21.1,86.0
2023-04-07,BGW-001,BGW-001-C1,production,69.9,49.5,75.6,167.7,5.01,1.81,32.0,130.9
2023-04-08,BGW-001,BGW-001-C1,production,71.7,52.7,73.5,183.1,7.09,2.95,33.8,130.5
2023-04-09,BGW-001,BGW-001-C1,production,72.0,48.5,74.6,157.4,5.65,2.33,19.9,82.7
2023-04-10,BGW-001,BGW-001-C1,production,73.4,53.1,75.2,220.9,4.98,1.81,33.8,143.4
2023-04-11,BGW-001,BGW-001-C1,production,70.1,49.8,77.1,192.4,5.74,2.05,17.5,74.8
2023-04-12,BGW-001,BGW-001-C1,production,72.1,51.6,76.4,145.5,5.01,2.56,17.4,74.1
2023-04-13,BGW-001,BGW-001-C1,production,71.1,52.1,76.5,169.3,4.75,0.24,31.4,131.0
2023-04-14,BGW-001,BGW-001-C1,production,66.5,48.1,74.7,158.6,5.37,1.71,27.5,114.8
2023-04-15,BGW-001,BGW-001-C1,production,69.1,49.7,74.4,176.7,4.01,1.18,20.6,78.9
2023-04-16,BGW-001,BGW-001-C1,production,69.3,48.0,73.8,186.7,7.69,1.4,29.5,118.9
2023-04-17,BGW-001,BGW-001-C1,production,66.7,42.2,75.3,134.1,4.71,2.44,31.9,121.9
2023-04-18,BGW-001,BGW-001-C1,production,64.7,43.1,75.0,206.1,7.79,3.08,29.8,119.2
2023-04-19,BGW-001,BGW-001-C1,production,66.8,42.7,75.0,204.7,6.59,1.56,23.2,93.3
2023-04-20,BGW-001,BGW-001-C1,production,65.7,44.2,74.4,202.7,4.08,1.26,19.0,79.6
2023-04-21,BGW-001,BGW-001-C1,production,62.7,46.4,72.9,171.8,4.55,2.37,28.5,121.3
2023-04-28,BGW-001,BGW-001-C2,injection,42.5,18.0,68.8,45.8,0.0,2.02,0.0,0.0
2023-04-29,BGW-001,BGW-001-C2,injection,52.4,33.4,73.0,66.0,0.0,2.29,0.0,0.0
2023-04-30,BGW-001,BGW-001-C2,injection,62.1,42.7,74.6,81.7,0.0,2.41,0.0,0.0
2023-05-01,BGW-001,BGW-001-C2,injection,72.0,50.7,74.9,62.9,0.0,1.48,0.0,0.0
2023-05-02,BGW-001,BGW-001-C2,injection,83.2,58.4,75.4,57.1,0.0,1.88,0.0,0.0
2023-05-03,BGW-001,BGW-001-C2,injection,94.6,77.2,74.8,73.8,0.0,2.25,0.0,0.0
2023-05-04,BGW-001,BGW-001-C2,injection,105.2,88.0,77.5,66.5,0.0,2.68,0.0,0.0
2023-05-05,BGW-001,BGW-001-C2,injection,114.5,91.6,74.9,89.3,0.0,1.95,0.0,0.0
2023-05-06,BGW-001,BGW-001-C2,injection,125.7,100.7,77.0,61.0,0.0,2.14,0.0,0.0
2023-05-07,BGW-001,BGW-001-C2,injection,138.5,113.7,80.7,74.9,0.0,1.91,0.0,0.0
2023-05-08,BGW-001,BGW-001-C2,injection,147.7,126.1,80.1,55.2,0.0,1.07,0.0,0.0
2023-05-09,BGW-001,BGW-001-C2,injection,158.5,138.5,81.5,81.5,0.0,2.11,0.0,0.0
2023-05-10,BGW-001,BGW-001-C2,injection,167.1,151.1,88.0,77.9,0.0,2.58,0.0,0.0
2023-05-11,BGW-001,BGW-001-C2,injection,180.4,164.9,85.1,78.2,0.0,1.34,0.0,0.0
2023-05-12,BGW-001,BGW-001-C2,soak,190.2,171.0,93.4,82.1,0.0,2.89,0.0,0.0
2023-05-13,BGW-001,BGW-001-C2,soak,188.7,172.3,90.6,72.9,0.0,2.68,0.0,0.0
2023-05-14,BGW-001,BGW-001-C2,soak,188.6,173.0,90.2,72.0,0.0,1.55,0.0,0.0
2023-05-15,BGW-001,BGW-001-C2,soak,188.7,165.5,86.0,70.8,0.0,1.85,0.0,0.0
2023-05-16,BGW-001,BGW-001-C2,soak,186.0,162.8,93.9,88.6,0.0,1.9,0.0,0.0
2023-05-17,BGW-001,BGW-001-C2,soak,191.0,171.0,88.5,72.0,0.0,3.03,0.0,0.0
2023-05-18,BGW-001,BGW-001-C2,production,185.6,163.1,87.5,200.7,4.34,1.77,18.5,77.9
2023-05-19,BGW-001,BGW-001-C2,production,186.1,164.6,95.5,200.9,5.57,2.0,34.5,146.2
2023-05-20,BGW-001,BGW-001-C2,production,180.6,162.7,87.0,134.8,6.27,1.48,31.6,131.3
2023-05-21,BGW-001,BGW-001-C2,production,179.0,159.1,84.2,176.5,5.67,1.95,31.5,128.5
2023-05-22,BGW-001,BGW-001-C2,production,176.8,158.7,87.5,205.6,6.71,2.38,15.0,58.6
2023-05-23,BGW-001,BGW-001-C2,production,173.1,149.2,90.7,226.0,5.9,1.85,16.2,63.3
2023-05-24,BGW-001,BGW-001-C2,production,173.7,156.5,84.8,148.3,4.83,1.71,18.5,71.5
2023-05-25,BGW-001,BGW-001-C2,production,166.9,151.4,85.8,248.4,5.06,2.53,19.1,81.1
2023-05-26,BGW-001,BGW-001-C2,production,164.1,147.9,82.9,112.5,4.49,2.79,30.1,126.7
2023-05-27,BGW-001,BGW-001-C2,production,163.0,144.0,90.4,201.9,7.79,2.34,31.1,120.8
2023-05-28,BGW-001,BGW-001-C2,production,158.1,139.1,87.0,156.2,4.51,2.34,18.9,72.8
2023-05-29,BGW-001,BGW-001-C2,production,159.1,140.0,88.9,211.3,6.53,1.75,33.7,134.7
2023-05-30,BGW-001,BGW-001-C2,production,152.3,132.7,87.4,189.1,6.22,1.62,21.9,87.4
2023-05-31,BGW-001,BGW-001-C2,production,154.8,135.9,84.4,203.9,6.25,1.97,20.1,84.7
2023-06-01,BGW-001,BGW-001-C2,production,150.7,135.2,86.9,223.5,5.57,2.22,26.6,101.1
2023-06-02,BGW-001,BGW-001-C2,production,146.5,131.2,86.9,215.8,7.41,0.79,24.3,92.4
2023-06-03,BGW-001,BGW-001-C2,production,145.4,126.7,83.7,204.7,5.08,1.74,30.5,123.5
2023-06-04,BGW-001,BGW-001-C2,production,143.2,119.6,86.2,145.3,6.38,2.03,22.5,86.6
2023-06-05,BGW-001,BGW-001-C2,production,141.5,116.7,83.9,150.1,5.7,0.33,23.4,90.3
2023-06-06,BGW-001,BGW-001-C2,production,139.6,121.6,86.6,235.1,4.1,2.23,24.3,100.7
2023-06-07,BGW-001,BGW-001-C2,production,135.1,114.0,84.8,186.9,5.85,2.18,19.3,74.7
2023-06-08,BGW-001,BGW-001-C2,production,135.3,110.8,81.4,188.1,7.24,3.12,16.6,68.5
2023-06-09,BGW-001,BGW-001-C2,production,136.2,116.9,83.2,193.2,6.14,1.38,34.2,130.7
2023-06-10,BGW-001,BGW-001-C2,production,129.1,113.6,81.6,196.9,7.35,2.21,31.7,122.9
2023-06-11,BGW-001,BGW-001-C2,production,127.7,108.7,84.7,168.7,4.25,0.96,21.2,82.6
2023-06-12,BGW-001,BGW-001-C2,production,126.9,103.2,86.4,208.8,7.32,2.5,31.8,135.8
2023-06-13,BGW-001,BGW-001-C2,production,124.5,104.0,84.3,188.7,7.89,2.74,24.7,99.5
2023-06-14,BGW-001,BGW-001-C2,production,122.4,106.5,81.2,147.4,7.12,1.45,33.6,138.0
2023-06-15,BGW-001,BGW-001-C2,production,120.1,95.3,77.9,198.1,6.06,2.35,34.5,135.2
2023-06-16,BGW-001,BGW-001-C2,production,118.7,101.7,79.1,200.8,7.65,2.39,27.5,107.3
2023-06-17,BGW-001,BGW-001-C2,production,116.8,92.4,80.2,221.0,4.36,3.34,23.8,101.7
2023-06-18,BGW-001,BGW-001-C2,production,115.9,99.0,82.1,222.0,6.61,1.45,23.7,92.8
2023-06-19,BGW-001,BGW-001-C2,production,115.2,98.3,78.8,154.0,5.99,2.14,25.2,101.3
2023-06-20,BGW-001,BGW-001-C2,production,108.2,88.9,81.6,190.8,6.37,2.86,27.8,106.3
2023-06-21,BGW-001,BGW-001-C2,production,114.5,94.8,79.8,170.2,7.29,1.94,30.6,122.8
2023-06-22,BGW-001,BGW-001-C2,production,109.4,90.9,81.8,190.7,6.69,1.57,22.4,89.9
2023-06-23,BGW-001,BGW-001-C2,production,109.5,89.9,78.6,137.2,6.98,2.07,19.0,78.2
2023-06-24,BGW-001,BGW-001-C2,production,103.2,87.1,81.3,136.3,4.62,3.02,20.8,84.5
2023-06-25,BGW-001,BGW-001-C2,production,105.3,88.6,81.4,206.3,5.91,2.2,20.5,81.1
2023-06-26,BGW-001,BGW-001-C2,production,103.7,88.0,78.4,146.9,7.13,1.31,31.3,126.0
2023-06-27,BGW-001,BGW-001-C2,production,101.6,84.8,79.4,173.6,5.57,0.74,30.0,118.7
2023-06-28,BGW-001,BGW-001-C2,production,101.3,83.3,78.0,120.1,4.94,2.13,33.6,136.0
2023-06-29,BGW-001,BGW-001-C2,production,99.3,78.2,78.9,173.0,7.63,1.75,24.2,92.9
2023-06-30,BGW-001,BGW-001-C2,production,98.3,79.2,79.1,189.3,6.21,1.3,17.2,67.3
2023-07-01,BGW-001,BGW-001-C2,production,98.4,74.7,78.8,172.2,5.26,2.14,20.4,83.7
2023-07-02,BGW-001,BGW-001-C2,production,95.7,77.7,76.9,191.9,4.78,1.57,34.0,136.0
2023-07-03,BGW-001,BGW-001-C2,production,92.8,76.0,78.0,204.3,5.06,1.76,17.8,73.7
2023-07-04,BGW-001,BGW-001-C2,production,92.0,67.3,76.4,184.9,5.72,1.05,20.1,84.2
2023-07-05,BGW-001,BGW-001-C2,production,93.1,75.9,75.9,180.9,6.28,0.67,15.8,61.7
2023-07-06,BGW-001,BGW-001-C2,production,91.2,72.3,78.0,131.4,5.49,2.57,18.9,75.7
2023-07-07,BGW-001,BGW-001-C2,production,88.3,66.4,78.5,191.3,5.65,2.19,33.5,131.4
2023-07-08,BGW-001,BGW-001-C2,production,87.7,68.0,79.3,137.3,4.74,2.81,20.8,87.3
2023-07-09,BGW-001,BGW-001-C2,production,87.9,70.2,78.4,178.7,4.54,1.59,23.0,90.0
2023-07-10,BGW-001,BGW-001-C2,production,84.6,67.9,76.0,181.4,7.13,2.71,33.3,140.7
2023-07-11,BGW-001,BGW-001-C2,production,82.7,59.0,76.5,143.4,6.48,2.09,17.6,73.8
2023-07-12,BGW-001,BGW-001-C2,production,86.9,63.1,78.4,173.9,6.98,2.3,30.0,118.3
2023-07-13,BGW-001,BGW-001-C2,production,85.3,65.2,76.0,215.1,5.58,1.58,33.3,130.6
2023-07-14,BGW-001,BGW-001-C2,production,84.2,67.3,76.8,191.7,7.84,2.45,33.4,143.4
2023-07-15,BGW-001,BGW-001-C2,production,80.8,55.9,78.6,159.1,5.65,2.0,20.7,86.8
2023-07-16,BGW-001,BGW-001-C2,production,81.4,63.4,77.7,173.2,5.35,2.59,28.2,118.9
2023-07-17,BGW-001,BGW-001-C2,production,80.3,59.6,74.4,216.9,4.22,2.38,32.3,123.2
2023-07-18,BGW-001,BGW-001-C2,production,79.6,57.1,76.7,175.3,7.47,1.68,19.3,78.5
2023-07-19,BGW-001,BGW-001-C2,production,78.3,63.0,73.6,146.2,6.84,2.08,29.9,121.6
2023-07-20,BGW-001,BGW-001-C2,production,81.1,64.0,76.0,175.1,7.25,0.63,26.6,103.0
2023-07-21,BGW-001,BGW-001-C2,production,75.9,57.6,76.1,198.2,4.85,2.63,17.4,66.7
2023-07-22,BGW-001,BGW-001-C2,production,79.5,56.2,74.7,164.1,7.1,2.02,32.6,134.3
2023-07-23,BGW-001,BGW-001-C2,production,75.5,57.1,75.5,138.9,4.68,1.51,20.2,78.3
2023-07-24,BGW-001,BGW-001-C2,production,77.3,55.5,74.9,156.8,4.31,2.19,21.2,82.9
2023-07-25,BGW-001,BGW-001-C2,production,73.2,52.5,75.6,213.0,6.22,3.03,27.2,111.8
2023-07-26,BGW-001,BGW-001-C2,production,73.8,51.9,74.9,148.3,5.79,1.91,16.7,65.3
2023-07-27,BGW-001,BGW-001-C2,production,71.6,49.0,75.2,141.1,6.0,2.67,33.6,135.9
2023-07-28,BGW-001,BGW-001-C2,production,72.6,56.9,76.7,182.9,5.93,1.41,24.9,100.5
2023-07-29,BGW-001,BGW-001-C2,production,73.3,56.1,75.1,130.2,4.0,2.16,30.4,126.7
2023-07-30,BGW-001,BGW-001-C2,production,70.5,46.1,74.8,166.7,6.51,2.27,27.8,111.4
2023-07-31,BGW-001,BGW-001-C2,production,70.5,50.5,74.7,181.2,7.4,0.83,19.5,76.9
2023-08-01,BGW-001,BGW-001-C2,production,69.7,44.8,73.8,208.0,6.11,1.84,32.2,137.4
2023-08-02,BGW-001,BGW-001-C2,production,70.9,52.9,73.8,205.8,7.94,1.47,33.1,139.0
2023-08-03,BGW-001,BGW-001-C2,production,68.6,48.0,74.6,182.6,6.55,1.84,30.0,119.0
2023-08-04,BGW-001,BGW-001-C2,production,67.0,43.5,74.7,140.7,4.91,2.02,26.1,99.5
2023-08-05,BGW-001,BGW-001-C2,production,68.3,50.6,74.0,200.2,4.22,1.58,15.4,65.1
2023-08-12,BGW-001,BGW-001-C3,injection,42.5,23.1,71.6,89.0,0.0,2.61,0.0,0.0
2023-08-13,BGW-001,BGW-001-C3,injection,51.5,27.4,71.4,67.6,0.0,2.14,0.0,0.0
2023-08-14,BGW-001,BGW-001-C3,injection,61.5,40.5,72.7,59.2,0.0,0.9,0.0,0.0
2023-08-15,BGW-001,BGW-001-C3,injection,70.4,53.2,75.5,80.7,0.0,2.85,0.0,0.0
2023-08-16,BGW-001,BGW-001-C3,injection,77.8,56.3,71.8,59.2,0.0,2.12,0.0,0.0
2023-08-17,BGW-001,BGW-001-C3,injection,85.3,65.5,78.0,58.4,0.0,0.71,0.0,0.0
2023-08-18,BGW-001,BGW-001-C3,injection,96.4,77.2,74.6,66.6,0.0,1.35,0.0,0.0
2023-08-19,BGW-001,BGW-001-C3,injection,105.1,89.9,77.5,79.4,0.0,1.3,0.0,0.0
2023-08-20,BGW-001,BGW-001-C3,injection,115.1,91.0,80.5,62.6,0.0,2.31,0.0,0.0
2023-08-21,BGW-001,BGW-001-C3,injection,125.0,103.9,84.0,64.6,0.0,2.62,0.0,0.0
2023-08-22,BGW-001,BGW-001-C3,injection,132.9,110.6,82.2,48.9,0.0,2.68,0.0,0.0
2023-08-23,BGW-001,BGW-001-C3,injection,142.4,120.1,80.6,82.4,0.0,2.44,0.0,0.0
2023-08-24,BGW-001,BGW-001-C3,injection,149.0,126.7,82.6,55.8,0.0,2.96,0.0,0.0
2023-08-25,BGW-001,BGW-001-C3,injection,160.7,139.5,87.4,56.7,0.0,2.06,0.0,0.0
2023-08-26,BGW-001,BGW-001-C3,soak,168.1,152.2,95.4,63.0,0.0,1.45,0.0,0.0
2023-08-27,BGW-001,BGW-001-C3,soak,168.6,150.7,90.7,50.7,0.0,1.61,0.0,0.0
2023-08-28,BGW-001,BGW-001-C3,soak,170.2,145.7,95.2,68.6,0.0,1.65,0.0,0.0
2023-08-29,BGW-001,BGW-001-C3,soak,170.1,153.6,90.5,63.2,0.0,2.29,0.0,0.0
2023-08-30,BGW-001,BGW-001-C3,soak,170.3,151.1,86.9,69.2,0.0,1.82,0.0,0.0
2023-08-31,BGW-001,BGW-001-C3,soak,170.1,148.5,90.7,49.3,0.0,2.13,0.0,0.0
2023-09-01,BGW-001,BGW-001-C3,production,172.3,149.2,90.6,180.9,6.12,1.53,15.4,62.5
2023-09-02,BGW-001,BGW-001-C3,production,165.9,143.1,88.3,196.4,4.09,2.58,30.3,119.5
2023-09-03,BGW-001,BGW-001-C3,production,164.8,140.0,90.8,166.4,5.78,2.26,17.9,71.0
2023-09-04,BGW-001,BGW-001-C3,production,163.3,139.9,84.0,198.8,5.92,3.07,24.5,94.7
2023-09-05,BGW-001,BGW-001-C3,production,159.3,140.0,88.6,194.3,6.01,1.53,20.2,81.9
2023-09-06,BGW-001,BGW-001-C3,production,154.4,130.9,88.9,186.2,6.12,2.78,18.7,73.9
2023-09-07,BGW-001,BGW-001-C3,production,153.3,131.5,88.2,209.9,6.7,2.18,22.1,87.8
2023-09-08,BGW-001,BGW-001-C3,production,154.3,130.8,86.4,199.8,4.86,2.06,21.9,83.6
2023-09-09,BGW-001,BGW-001-C3,production,147.2,124.7,87.4,181.6,7.23,1.7,27.1,112.6
2023-09-10,BGW-001,BGW-001-C3,production,145.1,128.4,93.0,191.4,6.13,1.9,27.3,103.9
2023-09-11,BGW-001,BGW-001-C3,production,145.2,129.1,84.7,120.7,5.1,2.03,18.9,75.4
2023-09-12,BGW-001,BGW-001-C3,production,142.2,126.3,84.4,191.6,4.81,2.1,34.8,148.4
2023-09-13,BGW-001,BGW-001-C3,production,139.8,117.1,85.8,185.9,7.38,2.08,23.7,99.1
2023-09-14,BGW-001,BGW-001-C3,production,139.0,123.0,83.6,226.3,7.08,0.97,28.1,107.3
2023-09-15,BGW-001,BGW-001-C3,production,135.3,111.7,89.1,156.1,5.1,2.23,15.8,63.6
2023-09-16,BGW-001,BGW-001-C3,production,133.9,110.1,84.2,183.2,7.57,2.46,21.6,87.5
2023-09-17,BGW-001,BGW-001-C3,production,130.4,113.9,83.2,246.2,6.26,2.25,31.5,123.7
2023-09-18,BGW-001,BGW-001-C3,production,133.1,109.8,86.9,169.5,6.11,2.51,31.4,128.5
2023-09-19,BGW-001,BGW-001-C3,production,127.6,106.9,89.9,158.4,4.24,1.43,31.3,120.0
2023-09-20,BGW-001,BGW-001-C3,production,126.0,109.8,83.2,147.7,7.58,2.36,21.5,88.0
2023-09-21,BGW-001,BGW-001-C3,production,125.0,108.9,82.8,219.0,5.93,2.36,16.8,64.8
2023-09-22,BGW-001,BGW-001-C3,production,119.6,101.1,85.6,147.7,5.66,1.27,33.0,129.6
2023-09-23,BGW-001,BGW-001-C3,production,121.1,99.6,81.1,243.6,6.62,0.88,34.0,141.9
2023-09-24,BGW-001,BGW-001-C3,production,118.7,100.0,80.2,196.5,5.19,1.44,22.4,88.0
2023-09-25,BGW-001,BGW-001-C3,production,117.3,96.0,80.7,173.5,5.38,1.68,30.4,121.3
