timestamp,well_id,css_cycle_id,position_in,load_kN
2023-02-08,BGW-001,BGW-001-C1,45.85,29.6
2023-02-08,BGW-001,BGW-001-C1,46.64,29.72
2023-02-08,BGW-001,BGW-001-C1,47.43,29.26
2023-02-08,BGW-001,BGW-001-C1,48.22,30.15
2023-02-08,BGW-001,BGW-001-C1,49.01,29.67
2023-02-08,BGW-001,BGW-001-C1,49.8,30.08
2023-02-08,BGW-001,BGW-001-C1,50.59,29.58
2023-02-08,BGW-001,BGW-001-C1,51.38,28.59
2023-02-08,BGW-001,BGW-001-C1,52.17,29.55
2023-02-08,BGW-001,BGW-001-C1,52.96,28.72
2023-02-08,BGW-001,BGW-001-C1,53.75,29.32
2023-02-08,BGW-001,BGW-001-C1,54.54,29.24
2023-02-08,BGW-001,BGW-001-C1,55.33,29.04
2023-02-08,BGW-001,BGW-001-C1,56.12,28.79
2023-02-08,BGW-001,BGW-001-C1,56.91,28.39
2023-02-08,BGW-001,BGW-001-C1,57.7,28.06
2023-02-08,BGW-001,BGW-001-C1,58.49,28.67
2023-02-08,BGW-001,BGW-001-C1,59.28,27.87
2023-02-08,BGW-001,BGW-001-C1,60.07,27.44
2023-02-08,BGW-001,BGW-001-C1,60.86,27.61
2023-02-08,BGW-001,BGW-001-C1,61.65,27.73
2023-02-08,BGW-001,BGW-001-C1,62.45,27.55
2023-02-08,BGW-001,BGW-001-C1,63.24,26.5
2023-02-08,BGW-001,BGW-001-C1,64.03,27.19
2023-02-08,BGW-001,BGW-001-C1,64.82,26.86
2023-02-08,BGW-001,BGW-001-C1,65.61,26.27
2023-02-08,BGW-001,BGW-001-C1,66.4,25.89
2023-02-08,BGW-001,BGW-001-C1,67.19,26.61
2023-02-08,BGW-001,BGW-001-C1,67.98,26.47
2023-02-08,BGW-001,BGW-001-C1,68.77,26.3
2023-02-08,BGW-001,BGW-001-C1,69.56,24.96
2023-02-08,BGW-001,BGW-001-C1,70.35,25.22
2023-02-08,BGW-001,BGW-001-C1,71.14,25.13
2023-02-08,BGW-001,BGW-001-C1,71.93,25.52
2023-02-08,BGW-001,BGW-001-C1,72.72,25.06
2023-02-08,BGW-001,BGW-001-C1,73.51,24.45
2023-02-08,BGW-001,BGW-001-C1,74.3,24.42
2023-02-08,BGW-001,BGW-001-C1,75.09,24.45
2023-02-08,BGW-001,BGW-001-C1,75.88,24.27
2023-02-08,BGW-001,BGW-001-C1,76.67,24.46
2023-02-08,BGW-001,BGW-001-C1,77.46,24.18
2023-02-08,BGW-001,BGW-001-C1,78.25,23.91
2023-02-08,BGW-001,BGW-001-C1,79.04,22.91
2023-02-08,BGW-001,BGW-001-C1,79.84,22.75
2023-02-08,BGW-001,BGW-001-C1,80.63,22.45
2023-02-08,BGW-001,BGW-001-C1,81.42,22.84
2023-02-08,BGW-001,BGW-001-C1,82.21,22.3
2023-02-08,BGW-001,BGW-001-C1,83.0,22.55
2023-02-08,BGW-001,BGW-001-C1,83.79,22.43
2023-02-08,BGW-001,BGW-001-C1,84.58,22.05
2023-02-08,BGW-001,BGW-001-C1,85.37,22.15
2023-02-08,BGW-001,BGW-001-C1,86.16,21.37
2023-02-08,BGW-001,BGW-001-C1,86.95,20.87
2023-02-08,BGW-001,BGW-001-C1,87.74,21.01
2023-02-08,BGW-001,BGW-001-C1,88.53,21.47
2023-02-08,BGW-001,BGW-001-C1,89.32,21.71
2023-02-08,BGW-001,BGW-001-C1,90.11,21.42
2023-02-08,BGW-001,BGW-001-C1,90.9,20.59
2023-02-08,BGW-001,BGW-001-C1,91.69,20.91
2023-02-08,BGW-001,BGW-001-C1,92.48,19.83
2023-02-08,BGW-001,BGW-001-C1,93.27,20.87
2023-02-08,BGW-001,BGW-001-C1,94.06,20.32
2023-02-08,BGW-001,BGW-001-C1,94.85,20.3
2023-02-08,BGW-001,BGW-001-C1,95.64,19.09
2023-02-08,BGW-001,BGW-001-C1,96.43,19.92
2023-02-08,BGW-001,BGW-001-C1,97.22,20.36
2023-02-08,BGW-001,BGW-001-C1,98.02,19.63
2023-02-08,BGW-001,BGW-001-C1,98.81,19.37
2023-02-08,BGW-001,BGW-001-C1,99.6,19.2
2023-02-08,BGW-001,BGW-001-C1,100.39,18.92
2023-02-08,BGW-001,BGW-001-C1,101.18,19.15
2023-02-08,BGW-001,BGW-001-C1,101.97,18.54
2023-02-08,BGW-001,BGW-001-C1,102.76,19.13
2023-02-08,BGW-001,BGW-001-C1,103.55,19.31
2023-02-08,BGW-001,BGW-001-C1,104.34,18.63
2023-02-08,BGW-001,BGW-001-C1,105.13,18.89
2023-02-08,BGW-001,BGW-001-C1,105.92,18.65
2023-02-08,BGW-001,BGW-001-C1,106.71,18.78
2023-02-08,BGW-001,BGW-001-C1,107.5,18.94
2023-02-08,BGW-001,BGW-001-C1,108.29,18.7
2023-02-08,BGW-001,BGW-001-C1,109.08,18.84
2023-02-08,BGW-001,BGW-001-C1,109.87,18.68
2023-02-08,BGW-001,BGW-001-C1,110.66,18.79
2023-02-08,BGW-001,BGW-001-C1,111.45,18.56
2023-02-08,BGW-001,BGW-001-C1,112.24,18.55
2023-02-08,BGW-001,BGW-001-C1,113.03,18.69
2023-02-08,BGW-001,BGW-001-C1,113.82,18.38
2023-02-08,BGW-001,BGW-001-C1,114.61,18.6
2023-02-08,BGW-001,BGW-001-C1,115.41,18.07
2023-02-08,BGW-001,BGW-001-C1,116.2,17.72
2023-02-08,BGW-001,BGW-001-C1,116.99,18.51
2023-02-08,BGW-001,BGW-001-C1,117.78,18.18
2023-02-08,BGW-001,BGW-001-C1,118.57,19.31
2023-02-08,BGW-001,BGW-001-C1,119.36,18.26
2023-02-08,BGW-001,BGW-001-C1,120.15,18.93
2023-02-08,BGW-001,BGW-001-C1,120.94,18.4
2023-02-08,BGW-001,BGW-001-C1,121.73,18.73
2023-02-08,BGW-001,BGW-001-C1,122.52,18.36
2023-02-08,BGW-001,BGW-001-C1,123.31,18.39
2023-02-08,BGW-001,BGW-001-C1,124.1,19.06
2023-02-08,BGW-001,BGW-001-C1,124.89,18.87
2023-02-08,BGW-001,BGW-001-C1,125.68,19.41
2023-02-08,BGW-001,BGW-001-C1,126.47,19.71
2023-02-08,BGW-001,BGW-001-C1,127.26,18.67
2023-02-08,BGW-001,BGW-001-C1,128.05,19.83
2023-02-08,BGW-001,BGW-001-C1,128.84,19.11
2023-02-08,BGW-001,BGW-001-C1,129.63,19.48
2023-02-08,BGW-001,BGW-001-C1,130.42,19.17
2023-02-08,BGW-001,BGW-001-C1,131.21,19.3
2023-02-08,BGW-001,BGW-001-C1,132.0,19.2
2023-02-08,BGW-001,BGW-001-C1,132.79,19.95
2023-02-08,BGW-001,BGW-001-C1,133.59,20.27
2023-02-08,BGW-001,BGW-001-C1,134.38,20.23
2023-02-08,BGW-001,BGW-001-C1,135.17,19.81
2023-02-08,BGW-001,BGW-001-C1,135.96,19.89
2023-02-08,BGW-001,BGW-001-C1,136.75,20.83
2023-02-08,BGW-001,BGW-001-C1,137.54,21.29
2023-02-08,BGW-001,BGW-001-C1,138.33,21.23
2023-02-08,BGW-001,BGW-001-C1,139.12,22.04
2023-02-08,BGW-001,BGW-001-C1,139.91,21.44
2023-02-08,BGW-001,BGW-001-C1,140.7,21.75
2023-02-08,BGW-001,BGW-001-C1,141.49,21.79
2023-02-08,BGW-001,BGW-001-C1,142.28,21.66
2023-02-08,BGW-001,BGW-001-C1,143.07,22.08
2023-02-08,BGW-001,BGW-001-C1,143.86,22.66
2023-02-08,BGW-001,BGW-001-C1,144.65,22.85
2023-02-08,BGW-001,BGW-001-C1,145.44,22.82
2023-02-08,BGW-001,BGW-001-C1,146.23,23.5
2023-02-08,BGW-001,BGW-001-C1,147.02,23.23
2023-02-08,BGW-001,BGW-001-C1,147.81,23.36
2023-02-08,BGW-001,BGW-001-C1,148.6,24.02
2023-02-08,BGW-001,BGW-001-C1,149.39,23.32
2023-02-08,BGW-001,BGW-001-C1,150.18,24.37
2023-02-08,BGW-001,BGW-001-C1,150.98,23.6
2023-02-08,BGW-001,BGW-001-C1,151.77,24.07
2023-02-08,BGW-001,BGW-001-C1,152.56,23.63
2023-02-08,BGW-001,BGW-001-C1,153.35,24.66
2023-02-08,BGW-001,BGW-001-C1,154.14,25.28
2023-02-08,BGW-001,BGW-001-C1,154.93,24.56
2023-02-08,BGW-001,BGW-001-C1,155.72,25.01
2023-02-08,BGW-001,BGW-001-C1,156.51,25.22
2023-02-08,BGW-001,BGW-001-C1,157.3,25.41
2023-02-15,BGW-001,BGW-001-C1,0.0,14.6
2023-02-15,BGW-001,BGW-001-C1,0.7,14.69
2023-02-15,BGW-001,BGW-001-C1,1.4,14.55
2023-02-15,BGW-001,BGW-001-C1,2.11,14.93
2023-02-15,BGW-001,BGW-001-C1,2.81,14.78
2023-02-15,BGW-001,BGW-001-C1,3.51,15.22
2023-02-15,BGW-001,BGW-001-C1,4.21,15.15
2023-02-15,BGW-001,BGW-001-C1,4.92,14.74
2023-02-15,BGW-001,BGW-001-C1,5.62,14.72
2023-02-15,BGW-001,BGW-001-C1,6.32,14.72
2023-02-15,BGW-001,BGW-001-C1,7.02,15.55
2023-02-15,BGW-001,BGW-001-C1,7.72,16.19
2023-02-15,BGW-001,BGW-001-C1,8.43,15.71
2023-02-15,BGW-001,BGW-001-C1,9.13,16.06
2023-02-15,BGW-001,BGW-001-C1,9.83,16.05
2023-02-15,BGW-001,BGW-001-C1,10.53,16.13
2023-02-15,BGW-001,BGW-001-C1,11.24,17.51
2023-02-15,BGW-001,BGW-001-C1,11.94,16.47
2023-02-15,BGW-001,BGW-001-C1,12.64,16.41
2023-02-15,BGW-001,BGW-001-C1,13.34,16.76
2023-02-15,BGW-001,BGW-001-C1,14.04,17.32
2023-02-15,BGW-001,BGW-001-C1,14.75,17.24
2023-02-15,BGW-001,BGW-001-C1,15.45,17.75
2023-02-15,BGW-001,BGW-001-C1,16.15,17.52
2023-02-15,BGW-001,BGW-001-C1,16.85,17.76
2023-02-15,BGW-001,BGW-001-C1,17.56,17.89
2023-02-15,BGW-001,BGW-001-C1,18.26,18.32
2023-02-15,BGW-001,BGW-001-C1,18.96,18.82
2023-02-15,BGW-001,BGW-001-C1,19.66,19.05
2023-02-15,BGW-001,BGW-001-C1,20.36,19.47
2023-02-15,BGW-001,BGW-001-C1,21.07,18.56
2023-02-15,BGW-001,BGW-001-C1,21.77,18.86
2023-02-15,BGW-001,BGW-001-C1,22.47,19.09
2023-02-15,BGW-001,BGW-001-C1,23.17,19.64
2023-02-15,BGW-001,BGW-001-C1,23.88,19.4
2023-02-15,BGW-001,BGW-001-C1,24.58,19.73
2023-02-15,BGW-001,BGW-001-C1,25.28,20.47
2023-02-15,BGW-001,BGW-001-C1,25.98,20.81
2023-02-15,BGW-001,BGW-001-C1,26.68,20.84
2023-02-15,BGW-001,BGW-001-C1,27.39,20.87
2023-02-15,BGW-001,BGW-001-C1,28.09,20.65
2023-02-15,BGW-001,BGW-001-C1,28.79,21.11
2023-02-15,BGW-001,BGW-001-C1,29.49,21.73
2023-02-15,BGW-001,BGW-001-C1,30.2,21.71
2023-02-15,BGW-001,BGW-001-C1,30.9,21.98
2023-02-15,BGW-001,BGW-001-C1,31.6,22.17
2023-02-15,BGW-001,BGW-001-C1,32.3,21.83
2023-02-15,BGW-001,BGW-001-C1,33.0,22.38
2023-02-15,BGW-001,BGW-001-C1,33.71,22.14
2023-02-15,BGW-001,BGW-001-C1,34.41,22.69
2023-02-15,BGW-001,BGW-001-C1,35.11,23.1
2023-02-15,BGW-001,BGW-001-C1,35.81,23.39
2023-02-15,BGW-001,BGW-001-C1,36.52,23.15
2023-02-15,BGW-001,BGW-001-C1,37.22,23.22
2023-02-15,BGW-001,BGW-001-C1,37.92,23.76
2023-02-15,BGW-001,BGW-001-C1,38.62,23.0
2023-02-15,BGW-001,BGW-001-C1,39.32,24.06
2023-02-15,BGW-001,BGW-001-C1,40.03,23.67
2023-02-15,BGW-001,BGW-001-C1,40.73,23.8
2023-02-15,BGW-001,BGW-001-C1,41.43,23.69
2023-02-15,BGW-001,BGW-001-C1,42.13,23.52
2023-02-15,BGW-001,BGW-001-C1,42.84,24.69
2023-02-15,BGW-001,BGW-001-C1,43.54,24.38
2023-02-15,BGW-001,BGW-001-C1,44.24,24.17
